"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FOXJ2",538.580108694811,0.381342886028157,0.360920050233696,1.05658548418476,0.290700808183641,0.640711333493889
"NECAP1",1664.57448947649,-0.533870258310661,0.473468178988433,-1.12757368288462,0.25950000622601,0.62194955918363
"RP11-69M1.6",25.4912319912257,-0.848461425071657,0.8124341827285,-1.04434481353574,0.29632588636008,0.645471330384507
"RIMKLB",1315.70027465381,-0.410788582831386,0.310426244263818,-1.3233049409388,0.185733989243848,0.580733571917687
"PHC1",567.012756428872,0.353766417074698,0.426419260112412,0.829621103374737,0.40675304131003,0.717824279120188
"M6PR",8485.13805488639,0.759250887599718,0.95489865376292,0.795111486028153,0.426548653825085,0.731007260242788
"KLRG1",33.8059167039482,-1.62422980448277,0.572648059768565,-2.83634909221416,0.00456325377350557,0.574250654029296
"A2M",17200.7504608971,0.518685157872442,0.556053268175686,0.932797606916613,0.350924477051683,0.683895500861468
"LINC02367",2581.20936963483,-1.30349227873183,0.558321717363625,-2.33466160852004,0.0195611053455944,0.574250654029296
"RP11-599J14.2",784.779404429465,-0.132667979694102,0.343554218582989,-0.38616315131073,0.699375842114254,0.882062993424039
"RP11-726G1.2",44.0027104549666,-0.205350819495934,0.686921443255757,-0.298943673271642,0.764983023441134,0.910934234586132
"OVOS",179.918923209796,0.31465901624876,0.882947565281215,0.356373389113478,0.721560955331304,0.891001465558782
"RP11-705C15.3",191.433111364677,-0.260377116728566,0.607196491100959,-0.42881854645842,0.668055280774241,0.865906311137963
"CLEC2B",542.086704208096,-0.921785707423235,0.543122845262049,-1.69719560770545,0.089659685261428,0.574250654029296
"GABARAPL1",1700.21466899411,0.879467053860626,0.634198752465658,1.38673728139862,0.165521887987583,0.578988712581685
"MAGOHB",1730.62989739134,-1.36607645451566,0.719261977591341,-1.89927522526683,0.0575282985120077,0.574250654029296
"STYK1",54.065167316994,-2.20962459359221,1.04831406610408,-2.1077887486562,0.0350492665146839,0.574250654029296
"YBX3",8196.45409369545,-0.229353768192794,0.25447952979337,-0.901266079747247,0.367446864306846,0.695725350297216
